England and Wales Code,England and Wales,Country of birth (extended) (190 categories) Code,Country of birth (extended) (190 categories),Passports held (52 categories) Code,Passports held (52 categories),Observation
K04000001,England and Wales,44,Europe: Other Europe: Croatia,5,Europe: Other Europe: EU Member countries: Italy,126
K04000001,England and Wales,44,Europe: Other Europe: Croatia,6,Europe: Other Europe: EU Member countries: Portugal,33
K04000001,England and Wales,44,Europe: Other Europe: Croatia,7,Europe: Other Europe: EU Member countries: Spain,17
K04000001,England and Wales,44,Europe: Other Europe: Croatia,8,Europe: Other Europe: EU Member countries: Lithuania,2
K04000001,England and Wales,44,Europe: Other Europe: Croatia,9,Europe: Other Europe: EU Member countries: Poland,28
K04000001,England and Wales,44,Europe: Other Europe: Croatia,10,Europe: Other Europe: EU Member countries: Romania,29
K04000001,England and Wales,44,Europe: Other Europe: Croatia,11,Europe: Other Europe: EU Member countries: Other EU countries,6860
K04000001,England and Wales,44,Europe: Other Europe: Croatia,12,Europe: Other Europe: Rest of Europe: Turkey,3
K04000001,England and Wales,44,Europe: Other Europe: Croatia,13,Europe: Other Europe: Rest of Europe: Other Europe,82
K04000001,England and Wales,44,Europe: Other Europe: Croatia,14,Africa: North Africa,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,15,Africa: Central and Western Africa: Ghana,1
K04000001,England and Wales,44,Europe: Other Europe: Croatia,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,18,Africa: South and Eastern Africa: Kenya,2
K04000001,England and Wales,44,Europe: Other Europe: Croatia,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,20,Africa: South and Eastern Africa: South Africa,4
K04000001,England and Wales,44,Europe: Other Europe: Croatia,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,25,Middle East and Asia: Middle East: Other Middle East,1
K04000001,England and Wales,44,Europe: Other Europe: Croatia,26,Middle East and Asia: Eastern Asia: China,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,28,Middle East and Asia: Eastern Asia: Japan,1
K04000001,England and Wales,44,Europe: Other Europe: Croatia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,31,Middle East and Asia: Southern Asia: Bangladesh,8
K04000001,England and Wales,44,Europe: Other Europe: Croatia,32,Middle East and Asia: Southern Asia: India,3
K04000001,England and Wales,44,Europe: Other Europe: Croatia,33,Middle East and Asia: Southern Asia: Pakistan,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,34,Middle East and Asia: Southern Asia: Sri Lanka,1
K04000001,England and Wales,44,Europe: Other Europe: Croatia,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,36,Middle East and Asia: South-East Asia: Malaysia,2
K04000001,England and Wales,44,Europe: Other Europe: Croatia,37,Middle East and Asia: South-East Asia: Philippines,10
K04000001,England and Wales,44,Europe: Other Europe: Croatia,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,39,Middle East and Asia: South-East Asia: Other South-East Asia,5
K04000001,England and Wales,44,Europe: Other Europe: Croatia,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,41,The Americas and the Caribbean: North America: Canada,18
K04000001,England and Wales,44,Europe: Other Europe: Croatia,42,The Americas and the Caribbean: North America: United States,15
K04000001,England and Wales,44,Europe: Other Europe: Croatia,43,The Americas and the Caribbean: Central America,1
K04000001,England and Wales,44,Europe: Other Europe: Croatia,44,The Americas and the Caribbean: South America,10
K04000001,England and Wales,44,Europe: Other Europe: Croatia,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,47,Antarctica and Oceania: Australasia: Australia,46
K04000001,England and Wales,44,Europe: Other Europe: Croatia,48,Antarctica and Oceania: Australasia: New Zealand,6
K04000001,England and Wales,44,Europe: Other Europe: Croatia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,50,British Overseas Territories,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,51,No passport held,158
K04000001,England and Wales,45,Europe: Other Europe: Georgia,-8,Does not apply,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,1,Europe: United Kingdom,2116
K04000001,England and Wales,45,Europe: Other Europe: Georgia,2,Europe: Ireland,13
K04000001,England and Wales,45,Europe: Other Europe: Georgia,3,Europe: Other Europe: EU Member countries: France,6
K04000001,England and Wales,45,Europe: Other Europe: Georgia,4,Europe: Other Europe: EU Member countries: Germany,13
K04000001,England and Wales,45,Europe: Other Europe: Georgia,5,Europe: Other Europe: EU Member countries: Italy,19
K04000001,England and Wales,45,Europe: Other Europe: Georgia,6,Europe: Other Europe: EU Member countries: Portugal,68
K04000001,England and Wales,45,Europe: Other Europe: Georgia,7,Europe: Other Europe: EU Member countries: Spain,20
K04000001,England and Wales,45,Europe: Other Europe: Georgia,8,Europe: Other Europe: EU Member countries: Lithuania,65
K04000001,England and Wales,45,Europe: Other Europe: Georgia,9,Europe: Other Europe: EU Member countries: Poland,53
K04000001,England and Wales,45,Europe: Other Europe: Georgia,10,Europe: Other Europe: EU Member countries: Romania,80
K04000001,England and Wales,45,Europe: Other Europe: Georgia,11,Europe: Other Europe: EU Member countries: Other EU countries,649
K04000001,England and Wales,45,Europe: Other Europe: Georgia,12,Europe: Other Europe: Rest of Europe: Turkey,11
K04000001,England and Wales,45,Europe: Other Europe: Georgia,13,Europe: Other Europe: Rest of Europe: Other Europe,1649
K04000001,England and Wales,45,Europe: Other Europe: Georgia,14,Africa: North Africa,2
K04000001,England and Wales,45,Europe: Other Europe: Georgia,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,16,Africa: Central and Western Africa: Nigeria,3
K04000001,England and Wales,45,Europe: Other Europe: Georgia,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,23,Middle East and Asia: Middle East: Iran,2
K04000001,England and Wales,45,Europe: Other Europe: Georgia,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,25,Middle East and Asia: Middle East: Other Middle East,13
K04000001,England and Wales,45,Europe: Other Europe: Georgia,26,Middle East and Asia: Eastern Asia: China,4
K04000001,England and Wales,45,Europe: Other Europe: Georgia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,5
K04000001,England and Wales,45,Europe: Other Europe: Georgia,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,32,Middle East and Asia: Southern Asia: India,3
K04000001,England and Wales,45,Europe: Other Europe: Georgia,33,Middle East and Asia: Southern Asia: Pakistan,2
K04000001,England and Wales,45,Europe: Other Europe: Georgia,34,Middle East and Asia: Southern Asia: Sri Lanka,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,39,Middle East and Asia: South-East Asia: Other South-East Asia,4
K04000001,England and Wales,45,Europe: Other Europe: Georgia,40,Middle East and Asia: Central Asia,1
K04000001,England and Wales,45,Europe: Other Europe: Georgia,41,The Americas and the Caribbean: North America: Canada,3
K04000001,England and Wales,45,Europe: Other Europe: Georgia,42,The Americas and the Caribbean: North America: United States,12
K04000001,England and Wales,45,Europe: Other Europe: Georgia,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,44,The Americas and the Caribbean: South America,1
K04000001,England and Wales,45,Europe: Other Europe: Georgia,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,47,Antarctica and Oceania: Australasia: Australia,1
K04000001,England and Wales,45,Europe: Other Europe: Georgia,48,Antarctica and Oceania: Australasia: New Zealand,1
K04000001,England and Wales,45,Europe: Other Europe: Georgia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,50,British Overseas Territories,0
K04000001,England and Wales,45,Europe: Other Europe: Georgia,51,No passport held,206
K04000001,England and Wales,46,Europe: Other Europe: Iceland,-8,Does not apply,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,1,Europe: United Kingdom,287
K04000001,England and Wales,46,Europe: Other Europe: Iceland,2,Europe: Ireland,6
K04000001,England and Wales,46,Europe: Other Europe: Iceland,3,Europe: Other Europe: EU Member countries: France,2
K04000001,England and Wales,46,Europe: Other Europe: Iceland,4,Europe: Other Europe: EU Member countries: Germany,14
K04000001,England and Wales,46,Europe: Other Europe: Iceland,5,Europe: Other Europe: EU Member countries: Italy,11
K04000001,England and Wales,46,Europe: Other Europe: Iceland,6,Europe: Other Europe: EU Member countries: Portugal,2
K04000001,England and Wales,46,Europe: Other Europe: Iceland,7,Europe: Other Europe: EU Member countries: Spain,2
K04000001,England and Wales,46,Europe: Other Europe: Iceland,8,Europe: Other Europe: EU Member countries: Lithuania,16
K04000001,England and Wales,46,Europe: Other Europe: Iceland,9,Europe: Other Europe: EU Member countries: Poland,26
K04000001,England and Wales,46,Europe: Other Europe: Iceland,10,Europe: Other Europe: EU Member countries: Romania,2
K04000001,England and Wales,46,Europe: Other Europe: Iceland,11,Europe: Other Europe: EU Member countries: Other EU countries,26
K04000001,England and Wales,46,Europe: Other Europe: Iceland,12,Europe: Other Europe: Rest of Europe: Turkey,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,13,Europe: Other Europe: Rest of Europe: Other Europe,1423
K04000001,England and Wales,46,Europe: Other Europe: Iceland,14,Africa: North Africa,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,21,Africa: South and Eastern Africa: Zimbabwe,2
K04000001,England and Wales,46,Europe: Other Europe: Iceland,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,25,Middle East and Asia: Middle East: Other Middle East,1
K04000001,England and Wales,46,Europe: Other Europe: Iceland,26,Middle East and Asia: Eastern Asia: China,1
K04000001,England and Wales,46,Europe: Other Europe: Iceland,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,46,Europe: Other Europe: Iceland,32,Middle East and Asia: Southern Asia: India,0
